編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
98,100年2季行政區人口消長指標統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,14,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,粗出生率,粗死亡率,自然增加率,社會增加率,粗結婚率,粗離婚率,出生登記－性比率,資料時間","04/26
   "
99,100年2季行政區人口消長統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,14,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,自然增加人數,社會增加人數,總增加人數,遷入人口數,遷出人口數,鄉鎮區內住址變更之遷入人口數,鄉鎮區內住址變更之遷出人口數,資料時間","04/26
   "
100,error,OD_OpenData_DealData.aspx?s=6DBB0B16B230B57E,,,,,14,,,"04/26
   "
101,100年2季行政區出生統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,14,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,出生數,出生登記男嬰人口數,出生登記女嬰人口數,婚生人數,非婚生已認領人數,非婚生未認領人數,棄嬰或無依兒童人數,本國籍生母之嬰兒出生數,非本國籍生母之嬰兒出生數,資料時間","04/26
   "
102,100年2季行政區出生統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,14,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,出生數,出生登記男嬰人口數,出生登記女嬰人口數,婚生人數,非婚生已認領人數,非婚生未認領人數,棄嬰或無依兒童人數,本國籍生母之嬰兒出生數,非本國籍生母之嬰兒出生數,資料時間","04/26
   "
103,100年2季行政區死亡統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,14,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,死亡數,死亡登記男性人口數,死亡登記女性人口數,資料時間","04/26
   "
104,100年2季行政區死亡統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,14,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,死亡數,死亡登記男性人口數,死亡登記女性人口數,資料時間","04/26
   "
105,100年2季行政區結婚統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,14,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,結婚對數,結婚登記中外(含大陸港澳配偶)聯姻人數,結婚登記中外(含大陸港澳配偶)聯姻男性人數,結婚登記中外(含大陸港澳配偶)聯姻女性人數,資料時間","04/26
   "
106,100年2季行政區結婚統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,14,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,結婚對數,結婚登記中外(含大陸港澳配偶)聯姻人數,結婚登記中外(含大陸港澳配偶)聯姻男性人數,結婚登記中外(含大陸港澳配偶)聯姻女性人數,資料時間","04/26
   "
107,100年2季行政區離婚統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,14,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,離婚對數,離婚登記男性人數,離婚登記女性人數,資料時間","04/26
   "
108,100年2季行政區離婚統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,離婚對數,離婚登記男性人數,離婚登記女性人數,資料時間","04/26
   "
109,100年3月行政區15歲以上人口五歲年齡組統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,15-19歲人口數,20-24歲人口數,25-29歲人口數,30-34歲人口數,35-39歲人口數,40-44歲人口數,45-49歲人口數,50-54歲人口數,55-59歲人口數,60-64歲人口數,65歲以上人口數,資料時間","04/26
   "
110,100年3月行政區15歲以上人口五歲年齡組統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,15-19歲人口數,20-24歲人口數,25-29歲人口數,30-34歲人口數,35-39歲人口數,40-44歲人口數,45-49歲人口數,50-54歲人口數,55-59歲人口數,60-64歲人口數,65歲以上人口數,資料時間","04/26
   "
111,100年3月行政區人口指標_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間","04/26
   "
112,error,OD_OpenData_DealData.aspx?s=2AF5B15967E93202,,,,,13,,,"04/26
   "
113,100年3月行政區人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,戶數,人口數,男性人口數,女性人口數,資料時間","04/26
   "
114,100年3月行政區人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,戶數,人口數,男性人口數,女性人口數,資料時間","04/26
   "
115,100年3月行政區十歲年齡組人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-9歲人口數,10-19歲人口數,20-29歲人口數,30-39歲人口數,40-49歲人口數,50-59歲人口數,60-69歲人口數,70-79歲人口數,80-89歲人口數,90-99歲人口數,100歲以上人口數,資料時間","04/26
   "
116,100年3月行政區十歲年齡組人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,0-9歲人口數,10-19歲人口數,20-29歲人口數,30-39歲人口數,40-49歲人口數,50-59歲人口數,60-69歲人口數,70-79歲人口數,80-89歲人口數,90-99歲人口數,100歲以上人口數,資料時間","04/26
   "
117,100年3月行政區十歲年齡組性別人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-9歲人口數,0-9歲男性人口數,0-9歲女性人口數,10-19歲人口數,10-19歲男性人口數,10-19歲女性人口數,20-29歲人口數,20-29歲男性人口數,20-29歲女性人口數,30-39歲人口數,30-39歲男性人口數,30-39歲女性人口數,40-49歲人口數,40-49歲男性人口數,40-49歲女性人口數,50-59歲人口數,50-59歲男性人口數,50-59歲女性人口數,60-69歲人口數,60-69歲男性人口數,60-69歲女性人口數,70-79歲人口數,70-79歲男性人口數,70-79歲女性人口數,80-89歲人口數,80-89歲男性人口數,80-89歲女性人口數,90-99歲人口數,90-99歲男性人口數,90-99歲女性人口數,100歲以上人口數,100歲以上男性人口數,100歲以上女性人口數,資料時間","04/26
   "
118,100年3月行政區十歲年齡組性別人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,0-9歲人口數,0-9歲男性人口數,0-9歲女性人口數,10-19歲人口數,10-19歲男性人口數,10-19歲女性人口數,20-29歲人口數,20-29歲男性人口數,20-29歲女性人口數,30-39歲人口數,30-39歲男性人口數,30-39歲女性人口數,40-49歲人口數,40-49歲男性人口數,40-49歲女性人口數,50-59歲人口數,50-59歲男性人口數,50-59歲女性人口數,60-69歲人口數,60-69歲男性人口數,60-69歲女性人口數,70-79歲人口數,70-79歲男性人口數,70-79歲女性人口數,80-89歲人口數,80-89歲男性人口數,80-89歲女性人口數,90-99歲人口數,90-99歲男性人口數,90-99歲女性人口數,100歲以上人口數,100歲以上男性人口數,100歲以上女性人口數,資料時間","04/26
   "
119,100年3月行政區三段年齡組性別人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-14歲人口數,0-14歲男性人口數,0-14歲女性人口數,15-64歲人口數,15-64歲男性人口數,15-64歲女性人口數,65歲以上人口數,65歲以上男性人口數,65歲以上女性人口數,資料時間","04/26
   "
120,error,OD_OpenData_DealData.aspx?s=FAD16D4F9E7722E7,,,,,13,,,"04/26
   "
121,100年3月行政區五歲年齡組人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-4歲人口數,5-9歲人口數,10-14歲人口數,15-19歲人口數,20-24歲人口數,25-29歲人口數,30-34歲人口數,35-39歲人口數,40-44歲人口數,45-49歲人口數,50-54歲人口數,55-59歲人口數,60-64歲人口數,65-69歲人口數,70-74歲人口數,75-79歲人口數,80-84歲人口數,85-89歲人口數,90-94歲人口數,95-99歲人口數,100歲以上人口數,資料時間","04/26
   "
122,100年3月行政區五歲年齡組人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,13,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,0-4歲人口數,5-9歲人口數,10-14歲人口數,15-19歲人口數,20-24歲人口數,25-29歲人口數,30-34歲人口數,35-39歲人口數,40-44歲人口數,45-49歲人口數,50-54歲人口數,55-59歲人口數,60-64歲人口數,65-69歲人口數,70-74歲人口數,75-79歲人口數,80-84歲人口數,85-89歲人口數,90-94歲人口數,95-99歲人口數,100歲以上人口數,資料時間","04/26
   "
123,100年3月行政區五歲年齡組性別人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-4歲人口數,0-4歲男性人口數,0-4歲女性人口數,5-9歲人口數,5-9歲男性人口數,5-9歲女性人口數,10-14歲人口數,10-14歲男性人口數,10-14歲女性人口數,15-19歲人口數,15-19歲男性人口數,15-19歲女性人口數,20-24歲人口數,20-24歲男性人口數,20-24歲女性人口數,25-29歲人口數,25-29歲男性人口數,25-29歲女性人口數,30-34歲人口數,30-34歲男性人口數,30-34歲女性人口數,35-39歲人口數,35-39歲男性人口數,35-39歲女性人口數,40-44歲人口數,40-44歲男性人口數,40-44歲女性人口數,45-49歲人口數,45-49歲男性人口數,45-49歲女性人口數,50-54歲人口數,50-54歲男性人口數,50-54歲女性人口數,55-59歲人口數,55-59歲男性人口數,55-59歲女性人口數,60-64歲人口數,60-64歲男性人口數,60-64歲女性人口數,65-69歲人口數,65-69歲男性人口數,65-69歲女性人口數,70-74歲人口數,70-74歲男性人口數,70-74歲女性人口數,75-79歲人口數,75-79歲男性人口數,75-79歲女性人口數,80-84歲人口數,80-84歲男性人口數,80-84歲女性人口數,85-89歲人口數,85-89歲男性人口數,85-89歲女性人口數,90-94歲人口數,90-94歲男性人口數,90-94歲女性人口數,95-99歲人口數,95-99歲男性人口數,95-99歲女性人口數,100歲以上人口數,100歲以上男性人口數,100歲以上女性人口數,資料時間","04/26
   "
124,100年3月行政區五歲年齡組性別人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,0-4歲人口數,0-4歲男性人口數,0-4歲女性人口數,5-9歲人口數,5-9歲男性人口數,5-9歲女性人口數,10-14歲人口數,10-14歲男性人口數,10-14歲女性人口數,15-19歲人口數,15-19歲男性人口數,15-19歲女性人口數,20-24歲人口數,20-24歲男性人口數,20-24歲女性人口數,25-29歲人口數,25-29歲男性人口數,25-29歲女性人口數,30-34歲人口數,30-34歲男性人口數,30-34歲女性人口數,35-39歲人口數,35-39歲男性人口數,35-39歲女性人口數,40-44歲人口數,40-44歲男性人口數,40-44歲女性人口數,45-49歲人口數,45-49歲男性人口數,45-49歲女性人口數,50-54歲人口數,50-54歲男性人口數,50-54歲女性人口數,55-59歲人口數,55-59歲男性人口數,55-59歲女性人口數,60-64歲人口數,60-64歲男性人口數,60-64歲女性人口數,65-69歲人口數,65-69歲男性人口數,65-69歲女性人口數,70-74歲人口數,70-74歲男性人口數,70-74歲女性人口數,75-79歲人口數,75-79歲男性人口數,75-79歲女性人口數,80-84歲人口數,80-84歲男性人口數,80-84歲女性人口數,85-89歲人口數,85-89歲男性人口數,85-89歲女性人口數,90-94歲人口數,90-94歲男性人口數,90-94歲女性人口數,95-99歲人口數,95-99歲男性人口數,95-99歲女性人口數,100歲以上人口數,100歲以上男性人口數,100歲以上女性人口數,資料時間","04/26
   "
125,100年3月行政區分齡兒童及少年性別人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-5歲兒童人口數,0-5歲兒童男性人口數,0-5歲兒童女性人口數,6-11歲兒童人口數,6-11歲兒童男性人口數,6-11歲兒童女性人口數,12-17歲少年人口數,12-17歲少年男性人口數,12-17歲少年女性人口數,資料時間","04/26
   "
126,100年3月行政區分齡兒童及少年性別人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,0-5歲兒童人口數,0-5歲兒童男性人口數,0-5歲兒童女性人口數,6-11歲兒童人口數,6-11歲兒童男性人口數,6-11歲兒童女性人口數,12-17歲少年人口數,12-17歲少年男性人口數,12-17歲少年女性人口數,資料時間","04/26
   "
127,100年3月行政區原住民人口指標_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,原住民人口比率,原住民人口扶養比,原住民人口扶幼比,原住民人口扶老比,原住民人口老化指數,資料時間","04/26
   "
128,100年3月行政區原住民人口指標_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,原住民人口比率,原住民人口扶養比,原住民人口扶幼比,原住民人口扶老比,原住民人口老化指數,資料時間","04/26
   "
129,100年3月行政區原住民人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,原住民人口數,原住民男性人口數,原住民女性人口數,平地原住民人口數,平地原住民男性人口數,平地原住民女性人口數,山地原住民人口數,山地原住民男性人口數,山地原住民女性人口數,非原住民人口數,資料時間","04/26
   "
130,100年3月行政區原住民人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,原住民人口數,原住民男性人口數,原住民女性人口數,平地原住民人口數,平地原住民男性人口數,平地原住民女性人口數,山地原住民人口數,山地原住民男性人口數,山地原住民女性人口數,非原住民人口數,資料時間","04/26
   "
131,100年3月行政區原住民十歲年齡組人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,原住民0-9歲人口數,原住民10-19歲人口數,原住民20-29歲人口數,原住民30-39歲人口數,原住民40-49歲人口數,原住民50-59歲人口數,原住民60-69歲人口數,原住民70-79歲人口數,原住民80-89歲人口數,原住民90-99歲人口數,原住民100歲以上人口數,資料時間","04/26
   "
132,100年3月行政區原住民十歲年齡組人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,原住民0-9歲人口數,原住民10-19歲人口數,原住民20-29歲人口數,原住民30-39歲人口數,原住民40-49歲人口數,原住民50-59歲人口數,原住民60-69歲人口數,原住民70-79歲人口數,原住民80-89歲人口數,原住民90-99歲人口數,原住民100歲以上人口數,資料時間","04/26
   "
133,100年3月行政區原住民十歲年齡組性別人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,原住民0-9歲男性人口數,原住民0-9歲女性人口數,原住民10-19歲男性人口數,原住民10-19歲女性人口數,原住民20-29歲男性人口數,原住民20-29歲女性人口數,原住民30-39歲男性人口數,原住民30-39歲女性人口數,原住民40-49歲男性人口數,原住民40-49歲女性人口數,原住民50-59歲男性人口數,原住民50-59歲女性人口數,原住民60-69歲男性人口數,原住民60-69歲女性人口數,原住民70-79歲男性人口數,原住民70-79歲女性人口數,原住民80-89歲男性人口數,原住民80-89歲女性人口數,原住民90-99歲男性人口數,原住民90-99歲女性人口數,原住民100歲以上男性人口數,原住民100歲以上女性人口數,資料時間","04/26
   "
134,100年3月行政區原住民十歲年齡組性別人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,原住民0-9歲男性人口數,原住民0-9歲女性人口數,原住民10-19歲男性人口數,原住民10-19歲女性人口數,原住民20-29歲男性人口數,原住民20-29歲女性人口數,原住民30-39歲男性人口數,原住民30-39歲女性人口數,原住民40-49歲男性人口數,原住民40-49歲女性人口數,原住民50-59歲男性人口數,原住民50-59歲女性人口數,原住民60-69歲男性人口數,原住民60-69歲女性人口數,原住民70-79歲男性人口數,原住民70-79歲女性人口數,原住民80-89歲男性人口數,原住民80-89歲女性人口數,原住民90-99歲男性人口數,原住民90-99歲女性人口數,原住民100歲以上男性人口數,原住民100歲以上女性人口數,資料時間","04/26
   "
135,100年3季行政區人口消長指標統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,粗出生率,粗死亡率,自然增加率,社會增加率,粗結婚率,粗離婚率,出生登記－性比率,資料時間","04/26
   "
136,100年3季行政區人口消長指標統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,粗出生率,粗死亡率,自然增加率,社會增加率,粗結婚率,粗離婚率,出生登記－性比率,資料時間","04/26
   "
137,100年3季行政區人口消長統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,14,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,自然增加人數,社會增加人數,總增加人數,遷入人口數,遷出人口數,鄉鎮區內住址變更之遷入人口數,鄉鎮區內住址變更之遷出人口數,資料時間","04/26
   "
138,100年3季行政區人口消長統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,自然增加人數,社會增加人數,總增加人數,遷入人口數,遷出人口數,鄉鎮區內住址變更之遷入人口數,鄉鎮區內住址變更之遷出人口數,資料時間","04/26
   "
139,100年3季行政區出生統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,出生數,出生登記男嬰人口數,出生登記女嬰人口數,婚生人數,非婚生已認領人數,非婚生未認領人數,棄嬰或無依兒童人數,本國籍生母之嬰兒出生數,非本國籍生母之嬰兒出生數,資料時間","04/26
   "
140,100年3季行政區出生統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,出生數,出生登記男嬰人口數,出生登記女嬰人口數,婚生人數,非婚生已認領人數,非婚生未認領人數,棄嬰或無依兒童人數,本國籍生母之嬰兒出生數,非本國籍生母之嬰兒出生數,資料時間","04/26
   "
141,100年3季行政區死亡統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,12,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,死亡數,死亡登記男性人口數,死亡登記女性人口數,資料時間","04/26
   "
142,100年3季行政區死亡統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,死亡數,死亡登記男性人口數,死亡登記女性人口數,資料時間","04/26
   "
143,100年3季行政區結婚統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,結婚對數,結婚登記中外(含大陸港澳配偶)聯姻人數,結婚登記中外(含大陸港澳配偶)聯姻男性人數,結婚登記中外(含大陸港澳配偶)聯姻女性人數,資料時間","04/26
   "
144,100年3季行政區結婚統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,結婚對數,結婚登記中外(含大陸港澳配偶)聯姻人數,結婚登記中外(含大陸港澳配偶)聯姻男性人數,結婚登記中外(含大陸港澳配偶)聯姻女性人數,資料時間","04/26
   "
145,100年3季行政區離婚統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,離婚對數,離婚登記男性人數,離婚登記女性人數,資料時間","04/26
   "
146,100年3季行政區離婚統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,離婚對數,離婚登記男性人數,離婚登記女性人數,資料時間","04/26
   "
147,100年4季行政區人口消長指標統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,粗出生率,粗死亡率,自然增加率,社會增加率,粗結婚率,粗離婚率,出生登記－性比率,資料時間","04/26
   "
148,100年4季行政區人口消長指標統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,粗出生率,粗死亡率,自然增加率,社會增加率,粗結婚率,粗離婚率,出生登記－性比率,資料時間","04/26
   "
149,100年4季行政區人口消長統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,自然增加人數,社會增加人數,總增加人數,遷入人口數,遷出人口數,鄉鎮區內住址變更之遷入人口數,鄉鎮區內住址變更之遷出人口數,資料時間","04/26
   "
150,100年4季行政區人口消長統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,自然增加人數,社會增加人數,總增加人數,遷入人口數,遷出人口數,鄉鎮區內住址變更之遷入人口數,鄉鎮區內住址變更之遷出人口數,資料時間","04/26
   "
151,100年4季行政區出生統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,出生數,出生登記男嬰人口數,出生登記女嬰人口數,婚生人數,非婚生已認領人數,非婚生未認領人數,棄嬰或無依兒童人數,本國籍生母之嬰兒出生數,非本國籍生母之嬰兒出生數,資料時間","04/26
   "
152,100年4季行政區出生統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,出生數,出生登記男嬰人口數,出生登記女嬰人口數,婚生人數,非婚生已認領人數,非婚生未認領人數,棄嬰或無依兒童人數,本國籍生母之嬰兒出生數,非本國籍生母之嬰兒出生數,資料時間","04/26
   "
153,100年4季行政區死亡統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,死亡數,死亡登記男性人口數,死亡登記女性人口數,資料時間","04/26
   "
154,error,OD_OpenData_DealData.aspx?s=960E6AF4E0D04C0A,,,,,11,,,"04/26
   "
155,100年4季行政區結婚統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,結婚對數,結婚登記中外(含大陸港澳配偶)聯姻人數,結婚登記中外(含大陸港澳配偶)聯姻男性人數,結婚登記中外(含大陸港澳配偶)聯姻女性人數,資料時間","04/26
   "
156,100年4季行政區結婚統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,結婚對數,結婚登記中外(含大陸港澳配偶)聯姻人數,結婚登記中外(含大陸港澳配偶)聯姻男性人數,結婚登記中外(含大陸港澳配偶)聯姻女性人數,資料時間","04/26
   "
157,100年4季行政區離婚統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,離婚對數,離婚登記男性人數,離婚登記女性人數,資料時間","04/26
   "
158,100年4季行政區離婚統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,離婚對數,離婚登記男性人數,離婚登記女性人數,資料時間","04/26
   "
159,100年6月全國工商平均每家服務人數_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,農、林、漁、牧業每家服務人數,礦業及土石採取業每家服務人數,製造業每家服務人數,電力及燃氣供應業每家服務人數,用水供應及污染整治業每家服務人數,營造業每家服務人數,批發及零售業每家服務人數,運輸及倉儲業每家服務人數,住宿及餐飲業每家服務人數,資訊及通訊傳播業每家服務人數,金融及保險業每家服務人數,不動產業每家服務人數,專業、科學及技術服務業每家服務人數,支援服務業每家服務人數,公共行政及國防；強制性社會安全每家服務人數,教育服務業每家服務人數,醫療保健及社會工作服務業每家服務人數,藝術、娛樂及休閒服務業每家服務人數,其他服務業每家服務人數,資料時間","04/26
   "
160,100年6月全國身心障礙者統計指標_鄉鎮市區_臺東縣.csv,臺東縣政府社會處,臺東縣政府,,,約1筆,11,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,身心障礙者人數,身心障礙者人數占總人口數比例,資料時間","04/26
   "
