編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
135,嘉義市統計資料庫－人口年齡分配統計,嘉義市政府,嘉義市政府,,,,,,"月份, 0-14歲--人口數(人), 0-14歲--占總人口比率(%), 15-64歲--人口數(人), 15-64歲--占總人口比率(%), 65歲以上--人口數(人), 65歲以上--占總人口比率(%), 扶養比(%), 老化指數(%)",
136,嘉義市統計資料庫－土地人口統計,嘉義市政府,嘉義市政府,,,,,,"月份, 土地面積(平方公里), 里數(里), 鄰數(鄰), 現住戶數(戶), 現住人口數(人), 現住人口數--男(人), 現住人口數--女(人), 性比例(每百女子對男子數) %, 人口密度( 人／平方公里 ), 戶量(人／戶)",
137,嘉義市統計資料庫－婚姻概況統計,嘉義市政府,嘉義市政府,,,,,,"月份, 結婚對數(對), 粗結婚率(千分比), 離婚對數(對), 粗離婚率(千分比)",
138,嘉義市違反性別平等法廠商名單（目前尚無裁罰紀錄）,嘉義市政府,嘉義市政府,,,,,,"項次,事業單位名稱（負責人姓名）,違反法令條款,違反法規內容,處分書文號,處分日期,備註",
139,嘉義市水情系統－水位監測站雨量即時數據,嘉義市政府,嘉義市政府,,,,,,"min_10(10分鐘雨量),rain(每小時雨量),hour_3(3小時雨量),hour_6(6小時雨量),hour_12(12小時雨量),hour_24(24小時雨量),alarm1(每小時雨量二級警戒線),alarm3(3小時雨量二級警戒線),alarm6(6小時雨量二級警戒線),alarm12(12小時雨量二級警戒線),alarm24(24小時雨量二級警戒線),flood1(每小時雨量一級警戒線),flood3(3小時雨量一級警戒線),flood6(6小時雨量一級警戒線),flood12(12小時雨量一級警戒線),flood24(24小時雨量一級警戒線),lat(緯度),lon(經度),stnm(監測站地點),stno(監測站代碼),time(更新時間),town(影響地區)",
140,嘉義市水情系統－水位監測站水位即時數據,嘉義市政府,嘉義市政府,,,25,,,"waterlv(即時水位), alert2(二級警戒線), alert1(一級警戒線), lasttime(更新時間), stnm(監測站地點), lon(經度), lat(緯度), left_height(左岸高), right_height(右岸高), stno(監測站代碼), town(村里)",
141,嘉義市水情系統－水情監視器即時影像,嘉義市政府,嘉義市政府,,,12,,,無,
142,嘉義市即時交通資訊－車牌辨識AVI動態資訊,嘉義市政府交通觀光處,嘉義市政府,,,,,,avipairidAVI 配對編號，與表2.2-12 之avipairid 需對應至相同之起迄設備。startavistatus配對起始點設備狀態 (正常為0，通訊異常為1，停用或施工中為2，設備故障為3)、endavistatus配對結束點設備狀態(正常為0，通訊異常為1，停用或施工中為2，設備故障為3)。traveltime旅行時間，單位：秒，另外-99 代表資料不足、datacollecttime資料蒐集時間,
143,嘉義市即時交通資訊－資訊可變標誌CMS動態資訊,嘉義市政府交通觀光處,嘉義市政府,,,,,,cmsid設備代碼(所屬單位代碼+設備原編號)、status狀態(正常為0，通訊異常為1，停用或施工中為2，設備故障為3、目前無資料顯示為4、目前正執行循環顯示為5)。message內容訊息(如系統正執行循環顯示，仍需將文字內容列出),
144,嘉義市即時交通資訊－車輛偵側VD五分鐘動態資訊,嘉義市政府交通觀光處,嘉義市政府,,,,,,vdid設備代碼、status狀態(正常為0，通訊異常為1，停用或施工中為2，設備故障為3)、vsrdir偵測車道方向，以0 和1 表示。若為單向車道偵測器，則均以 0 表示；vsrid車道代碼、carid車種代碼、speed依車道逐一詳列5 分鐘平均速率偵測值、volume依車道逐一詳列5 分鐘佔有率偵測值(單位：%)，如：50、datacollecttime資料蒐集時間,
145,嘉義市東區日治時期住所番地與現行行政區域對照表,嘉義市東區戶政事務所,嘉義市政府,,,160,,,"州（廳）,郡（堡）,庄（街）,字（町）,土名,番地起迄,鄉鎮市區,村里,備註",
146,嘉義市即時交通資訊－車牌辨識AVI所在位置靜態資訊,嘉義市政府交通觀光處,嘉義市政府,,,,,,aviid設備代碼(所屬單位代碼+設備原編號)、roadsection路段文字描述，如：國道1 號(林口交流道到桃園交流道)、locationpath路段(Link)所屬Location Path ID，如166(代表國道1 號)。startlocationpoint路段(Link)起點Location Point ID，如182(代表林口交流道)。endlocationpoint路段(Link)迄點Location Point ID，。px辨識設備架設位置X 坐標、py辨識設備架設位置Y 坐標,
147,嘉義市即時交通資訊－資訊可變標誌CMS所在位置靜態資訊,嘉義市政府交通觀光處,嘉義市政府,,,,,,cmsid設備代碼、locationpath路段(Link)所屬Location Path ID，startlocationpoint路段(Link)起點Location Point ID，endlocationpoint路段(Link)迄點Location Point ID、roadsection路段文字描述，px設備架設位置X 坐標(坐標系統為WGS84)，py設備架設位置Y 坐標(坐標系統為WGS84),
148,嘉義市即時交通資訊－路況監視攝影機CCTV動態資訊,嘉義市政府交通觀光處,嘉義市政府,,,,,,"cctvid設備代碼(所屬單位代碼+設備原編號)、url 串接影像網址url、status狀態(正常為0，通訊異常為1，停用或施工中為2，
設備故障為3)。",
149,嘉義市即時交通資訊－路況監視攝影機CCTV所在位置靜態資訊,嘉義市政府交通觀光處,嘉義市政府,,,,,,cctvid設備代碼、roadsection路段文字描述、locationpath路段(Link)所屬Location Path ID，startlocationpoint路段(Link)起點Location Point ID，endlocationpoint路段(Link)迄點Location Point ID、px影像設備架設位置X 坐標、py影像設備架設位置Y 坐標,
150,嘉義市即時交通資訊－車輛偵測VD靜態資訊,嘉義市政府交通觀光處,嘉義市政府,,,,,,vdid設備代碼、routeid對應到該路段編碼、roadsection路段文字描述、locationpath路段(Link)所屬Location Path ID、startlocationpoint路段(Link)起點Location Point ID、endlocationpoint路段(Link)迄點Location Point ID，roadway車輛偵測器可以偵測到的車道方向，vsrnum所在路段VD 偵測之總車道數，vdtypeVD 類別、locationtype設置地點及說明、px設備架設位,
151,嘉義市即時交通資訊－路段動態資訊,嘉義市政府交通觀光處,嘉義市政府,,,,,,routeid路段編碼、level級別、value門檻指標數值、traveltime路段旅行時間，單位：秒、datacollecttime資料蒐集時間,
152,嘉義市即時交通資訊－路段服務水準門檻分級,嘉義市政府交通觀光處,嘉義市政府,,,,,,sourceid:所屬單位代碼、level:級別、levelname:級別文字描述、index:門檻指標說明、topvalue:門檻值上限、lowvalue:門檻值下限、colorR:R 值(RGB 三原色代表路段呈現顏色，最高值為255，最小值為0)、colorG:G 值(RGB 三原色代表路段呈現顏色，最高值為255，最小值為0)、colorB:B 值(RGB 三原色代表路段呈現顏色，最高值為255，最小值為0),
153,嘉義市即時交通資訊－路段靜態資訊,嘉義市政府,嘉義市政府,,,,,,routeid:路段編號、sourceid:所屬單位代碼、roadsection:路段中文名稱描述、locationpath:路段(Link)所屬Location Path ID、startlocationpoint:路段(Link)起點Location Point ID、endlocationpoint:路段(Link)迄點Location Point ID、roadtype:道路等級、fromkm:起點里程數、tokm:迄點里程數、speedlimit:路段速限值,
154,106年第二季嘉義市河川水質監測統計,嘉義市政府,嘉義市政府,,,0,,,"水體名稱,監測站,項目,單位,月份",
155,嘉義市公立國中、國小學校名單,嘉義市政府教育處,嘉義市政府,,,28,,,"校名,電話,傳真,校址",
156,嘉義市藝文場域,嘉義市政府文化局,嘉義市政府,,,1,,,"名稱,地址,電話,開放時間",
157,嘉義市營造業名冊,嘉義市政府都市發展處,嘉義市政府,,,,,,"營造廠名稱,登記狀況,負責人",
158,嘉義市易發生婦幼被害犯罪地點,嘉義市政府警察局婦幼警察隊,嘉義市政府,,,,,,"地點位置,管轄警察局,分局",
159,嘉義市統計資料庫－性別統計-權力、決策與影響力,嘉義市政府,嘉義市政府,,,,,,"""年度"","" 縣長選舉投票率(%)_男性"","" 縣長選舉投票率(%)_女性"",""現有區域立法委員人數(人)_男"",""現有區域立法委員人數(人)_女"","" 現有市議員人數(人)_男"","" 現有市議員人數(人)_女"",""現有鄉鎮市長人數(人)_男"",""現有鄉鎮市長人數(人)_女""",
160,嘉義市房屋標準單價,嘉義市政府財政稅務局,嘉義市政府,,,,,,"總層數,計算單位,鋼骨造/鋼骨混凝土造/鋼骨鋼筋混凝土造(第一類)之單價,鋼骨造/鋼骨混凝土造/鋼骨鋼筋混凝土造(第二類)之單價,鋼骨造/鋼骨混凝土造/鋼骨鋼筋混凝土造(第三類)之單價,鋼骨造/鋼骨混凝土造/鋼骨鋼筋混凝土造(第四類)之單價,鋼筋混凝土造預鑄混凝土造(第一類),鋼筋混凝土造預鑄混凝土造(第二類),鋼筋混凝土造預鑄混凝土造(第三類),鋼筋混凝土造預鑄混凝土造(第四類),加強磚造(第一類),加強磚造(第二類),加強磚造(第三類),加強磚造(第四類),鋼鐵造-各種用途(200㎡以上),鋼鐵造-各種用途(未達200㎡),木、石、磚造-各種用途,土、竹造-各種用途",
161,歷年嘉義市國中小學生數統計,嘉義市政府教育處,嘉義市政府,,,27,,,校名、學年度,
162,嘉義市國中小學區劃分表,嘉義市政府教育處,嘉義市政府,,,29,,,校名，學區範圍,
163,105年嘉義市環境及交通噪音監測統計,嘉義市政府環境保護局,嘉義市政府,,,,,,監測站名(監測站名稱)、監測站編號(監測站編號)、管制區(管制區)、年(年)、月(月)、日(日)、0-1時(監測時間)、1-2時(監測時間)、2-3時(監測時間)、3-4時(監測時間)、4-5時(監測時間)、5-6時(監測時間)、6-7時(監測時間)、7-8時(監測時間)、8-9時(監測時間)、9-10時(監測時間)、10-11時(監測時間)、11-12時(監測時間)、12-13時(監測時間)、13-14時(監測時間)、14-15時(監測時間)、15-16時(監測時間)、16-17時(監測時間)、17-18時(監測時間)、18-19時(監測時間)、19-20時(監測時間)、20-21時(監測時間)、21-22時(監測時間)、22-23時(監測時間)、23-24時(監測時間),
164,嘉義市106年第1季身心障礙者之年齡分配(報表三),嘉義市政府,嘉義市政府,,,,,,"障別,男女,年齡",
165,嘉義市106年第1季身心障礙者之年齡分配(報表二),嘉義市政府,嘉義市政府,,,,,,"障別,男女,年齡",
166,嘉義市106年第1季身心障礙者之年齡分配(報表一),嘉義市政府,嘉義市政府,,,,,,"障別,男女,年齡",
167,嘉義市106年第1季身心障礙人數(報表二),嘉義市政府,嘉義市政府,,,,,,"障別,男女",
168,嘉義市106年第1季身心障礙人數(報表三),嘉義市政府,嘉義市政府,,,,,,"障別,男女",
169,嘉義市106年第1季身心障礙人數(報表一),嘉義市政府,嘉義市政府,,,,,,"障別,男女",
170,嘉義市河川水質105年監測統計,嘉義市政府,嘉義市政府,,,,,,"水體名稱,監測站,項目,單位,月份",
171,嘉義市加油站地點,嘉義市政府,嘉義市政府,,,37,,,"加油站名稱,加油站地址",
172,嘉義市旅遊服務中心與借問站地點,嘉義市政府,嘉義市政府,,,13,,,"類別,名稱,地址",
173,嘉義市資訊休閒業（網咖）店家名單,嘉義市政府,嘉義市政府,,,24,,,"組織種類,統一編號,商業名稱,商業地址,核准設立日期,核准設立文號,商業登記證號,最近異動日期,營利項目",
174,嘉義市建築管理系統－建築物安全檢查紀錄API,嘉義市政府,嘉義市政府,,,,,,"場所名稱,建物現況,使用執照字號,最近申報日,下次申報日期",
175,嘉義市建築管理系統－施工勘驗資料API,嘉義市政府,嘉義市政府,,,,,,"建造執照資料,勘驗紀錄",
176,嘉義市建築管理系統－昇降設備、機械停車設備許可證資料API,嘉義市政府,嘉義市政府,,,,,,"設備統一編號,使用許可證號,設備種類,建築物名稱,建築執照字號,地址,檢查機構名稱,維護廠商名稱,許可有效日期",
177,嘉義市建築管理系統－建築執照存根API,嘉義市政府,嘉義市政府,,,,,,"執照類別,核發執照字號,原領執照字號,變更設計次數,基地面積,建築面積,總樓地板面積,建築物高度,地下避難面積,法定空地面積,建造類別,構造別,地上層數,地下層數,棟數,戶數,起造人代表人,設計人,監造人,承造人,雜項工作物,停車空間,發照日期,實際開工日期,竣工日期,土地使用分區",
178,嘉義市建築師開業登記清冊,嘉義市政府,嘉義市政府,,,51,,,"開業證號,事務所名稱,事務所所在地,建築師姓名",
179,嘉義市公寓大廈管理委員會,嘉義市政府,嘉義市政府,,,500,,,"公寓大廈管理組織,大廈地址,使照號碼",
180,歷年建築園冶獎嘉義市得獎名單,嘉義市政府,嘉義市政府,,,,,,"NO,類別,得獎作品,得獎單位",
181,嘉義市教會、教堂名冊,嘉義市政府民政處宗教禮俗科,嘉義市政府,,,65,,,"類別,教會,住址,電話,備註",
182,嘉義市寺廟名冊,嘉義市政府民政處宗教禮俗科,嘉義市政府,,,150,,,"編號,單位名稱,宗教別,寺登字號,主祀神佛,統一編號,地址,電話",
183,嘉義市橋梁資訊,嘉義市政府,嘉義市政府,,,92,,,"設施種類,橋梁名稱,管理機關,轄下機關,所在縣市,所在區鄉,道路等級,路線,是否為跨水橋,跨越類別,河川/水域管理單位,跨越物體,橋梁總長,橋頭GPS經度,橋頭GPS緯度,橋尾GPS經度,橋尾GPS緯度,結構型式,河川/水域名稱",
184,嘉油鐵馬道、北回自行車道路線圖,嘉義市政府,嘉義市政府,,,,,,無,
185,嘉義市水情系統－水情監視器地點,嘉義市政府,嘉義市政府,,,12,,,"_latitude(緯度), _longitude(經度), _vr_name(地點), _vr_no(監視器代碼), town(行政區)",
186,嘉義市廢棄物焚化廠地點,嘉義市政府環保局,嘉義市政府,,,1,,,"名稱,地址",
187,嘉義市廢棄物焚化廠環境品質監測,嘉義市政府環保局,嘉義市政府,,,,,,"POLNO(焚化爐編號), ITEM(偵測項目代碼), M_TIME(偵測時間), M_VAL(數值)  
※偵測項目代碼請參閱《固定污染源空氣污染物連續自動監測設施管理辦法》附錄規範，例如代碼911=不透光率，922=二氧化硫，923=氮氧化物，926=氯化氫。",
188,嘉義市觀光旅遊網推薦遊程－追尋KANO棒球奮戰精神（一日遊）,嘉義市政府,嘉義市政府,,,,,,無,
189,嘉義市觀光旅遊網推薦遊程－都市森林奇幻旅程之古蹟巡禮（二日遊）,嘉義市政府,嘉義市政府,,,,,,無,
190,嘉義市觀光旅遊網推薦遊程－林業廊道檜意尋幽（一日遊）,嘉義市政府,嘉義市政府,,,,,,無,
191,嘉義市觀光旅遊網推薦遊程－桃城巡禮（一日遊）,嘉義市政府,嘉義市政府,,,,,,無,
192,嘉義市觀光旅遊網推薦遊程－自然生態之旅（半日遊）,嘉義市政府,嘉義市政府,,,,,,無,
193,嘉義市國際管樂節踩街路線圖,嘉義市政府文化局,嘉義市政府,,,,,,無,
194,嘉義市歷年暴力犯罪案類一覽表,嘉義市政府警察局刑事警察大隊,嘉義市政府,,,,,,"編號,案類,發生(現)地點",
195,嘉義市歷年查獲賭博案件一覽表,嘉義市政府警察局刑事警察大隊,嘉義市政府,,,,,,"編號,案類,發生(現)地點",
196,嘉義市歷年詐欺案件發生一覽表,嘉義市政府警察局刑事警察大隊,嘉義市政府,,,,,,"編號,案類,地點",
197,嘉義市歷年竊盜案件發生地點資訊,嘉義市政府警察局刑事警察大隊,嘉義市政府,,,,,,發生地點,
198,嘉義市路口監視器位置,嘉義市政府警察局,嘉義市政府,,,,,,"編號,地點",
199,嘉義市托育人員名單,嘉義市政府,嘉義市政府,,,349,,,"姓名,性別,電話(日),保母狀態,保母資格,托育地所在鄉鎮市區,親屬保母,個資同意",
200,嘉義市中低收入老人免費裝設假牙合約醫院名單,嘉義市政府,嘉義市政府,,,,,,"序號,診所名稱,地址,電話",
201,嘉義市中低收入老人免費配戴老花眼鏡合約店家名單,嘉義市政府,嘉義市政府,,,,,,"編號,公司行號名稱,公司行號地址,電話,備註",
202,嘉義市雨水下水道人手孔圖資,嘉義市政府,嘉義市政府,,,,,,無,
203,嘉義市雨水下水道管線圖資,嘉義市政府,嘉義市政府,,,,,,無,
204,嘉義市歷年溺水案件,嘉義市政府消防局,嘉義市政府,,,,,,"編號,縣市別,年,月,日,時,分,溺水地點或附近地標,水域種類,溺水原因,溺水結果,性別,年齡(歲),溺者身分,游泳能力",
205,嘉義市資源回收商名單,嘉義市政府環保局,嘉義市政府,,,32,,,"編號,業別,公司(商號)名稱,區別,工廠或貯存場住址,電話號碼,回收項目",
206,嘉義市總預算對民間團體補(捐)助經費明細表,嘉義市政府,嘉義市政府,,,,,,"工作計畫科目名稱,補助事項或用途,補助對象,主辦機關,累計撥付金額(千元),有無涉及財物或勞務採購,處理方式(如未涉及採購則毋須填列，如採公開招標，請填列得標廠商),是除外規定之民間團體,非除外規定之民間團體",
207,嘉義市地方教育發展基金對民間團體補(捐)助經費明細表,嘉義市政府,嘉義市政府,,,,,,"工作計畫科目名稱,補助事項或用途,補助對象,主辦機關,累計撥付金額(千元),有無涉及財物或勞務採購,處理方式(如未涉及採購則毋須填列，如採公開招標，請填列得標廠商),是除外規定之民間團體,非除外規定之民間團體",
208,嘉義市公益彩券盈餘分配基金對民間團體補(捐)助經費明細表,嘉義市政府,嘉義市政府,,,,,,"工作計畫科目名稱,補助事項或用途,補助對象,主辦機關,累計撥付金額(千元),有無涉及財物或勞務採購,處理方式(如未涉及採購則毋須填列，如採公開招標，請填列得標廠商),是除外規定之民間團體,非除外規定之民間團體",
209,嘉義市身心障礙者就業基金對民間團體補(捐)助經費明細表,嘉義市政府,嘉義市政府,,,,,,"工作計畫科目名稱,補助事項或用途,補助對象,主辦機關,累計撥付金額(千元),有無涉及財物或勞務採購,處理方式(如未涉及採購則毋須填列，如採公開招標，請填列得標廠商),是除外規定之民間團體,非除外規定之民間團體",
210,嘉義市政事型基金預算,嘉義市政府,嘉義市政府,,,,,,"科 目，本年度預算數,上年度預算數,上年度預算數	,本年度與上年度比較 ,期初基金餘額,解繳市庫,期末基金餘額,金額,%",
211,嘉義市營業基金預算綜計表,嘉義市政府,嘉義市政府,,,,,,"科目,合計,嘉義魚市場股份有限公司,嘉義市果菜市場股份有限公司",
212,嘉義市作業基金預算綜計表,嘉義市政府,嘉義市政府,,,,,,"科目，合計，嘉義市市地重劃基金，嘉義市平均地權基金，嘉義市衛生醫療基金,嘉義市湖子內區段徵收基金，嘉義市貨物轉運中心市地重劃基金,嘉義市都市發展更新基金",
213,嘉義市幸福飽飽安全關懷站合作店家,嘉義市政府,嘉義市政府,,,,,,"項次,廠商名稱,地址,電話,聯絡人",
214,嘉義市職業訓練機構名冊,嘉義市政府社會處,嘉義市政府,,,,,,"序號,職訓機構名稱,地址,電話,職類數,訓練容量,訓練實施方式,證號",
215,嘉義市工會名冊,嘉義市政府,嘉義市政府,,,118,,,"項次,名稱,地址,理事長,電話,會務人員",
216,模範母親名冊及事蹟,嘉義市政府,嘉義市政府,,,,,,"年度,編號,姓名,事蹟",
217,好人好事代表名冊及事蹟,嘉義市政府,嘉義市政府,,,,,,"年度,編號,姓名,事蹟",
218,模範父親名冊及事蹟,嘉義市政府,嘉義市政府,,,,,,"年度,編號,姓名,事蹟",
219,嘉義市職業安全衛生訓練機構名單,嘉義市政府,嘉義市政府,,,7,,,編號，職業訓練機構名稱，地址，電話,
220,嘉義市消防安全檢查重大不合格場所名單,嘉義市政府消防局,嘉義市政府,,,,,,場所名稱、場所地點、檢查結果、檢查日期,
221,食品抽驗結果公告,嘉義市政府衛生局,嘉義市政府,,,1366,,,"類別,抽驗年度,抽驗日期,產品名稱,抽驗地點/地址,被抽驗者的來源廠商/地址,判定結果,備註",
222,嘉義市殯葬禮儀服務業最近一期評鑑情形,嘉義市政府,嘉義市政府,,,89,,,"編號,業者名稱（依許可備查順序排列),評鑑情形,備註",
223,嘉義市經營生前殯葬服務契約立案業者,嘉義市政府,嘉義市政府,,,5,,,"編號,公司名稱,嘉義市營業據點(電話),本公司營業據點(電話)",
224,嘉義市殯葬禮儀服務業許可名冊,嘉義市政府,嘉義市政府,,,91,,,"序號,業者商號名稱,負責人,電話,聯絡住址",
225,嘉義市原住民團體名冊,嘉義市政府,嘉義市政府,,,1,,,"單位,理事長,地址,電話",
226,嘉義市客家團體名冊,嘉義市政府,嘉義市政府,,,1,,,"單位,理事長,地址,電話",
227,嘉義市西區105年各里低收入戶、中低收入戶、獨居老人人數統計表,嘉義市西區區公所,嘉義市政府,,,,,,"里別,人數",
228,嘉義市東區105年各里低收入戶、中低收入戶、獨居老人人數統計表,嘉義市東區區公所,嘉義市政府,,,,,,"聯合里,里別,人數",
229,嘉義市西區戶政事務所日治時期住所番地與現行行政區域對照表,嘉義市西區戶政事務所,嘉義市政府,,,64,,,"州（廳）,郡（堡）,庄（街）,字（町）,土名,番地起迄,鄉鎮市區,里別",
230,嘉義市拖吊保管場地點,嘉義市政府警察局,嘉義市政府,,,1,,,"名稱,地址,聯絡電話",
231,歷年嘉義市交通事故案件統計,嘉義市政府警察局,嘉義市政府,,,,,,"A1類交通事故 件數,A1類交通事故 死亡,A1類交通事故 受傷,A2類交通事故 件數,A2類交通事故 受傷,A3類 車損 件數,合計總件數",
232,嘉義市保全公司業者名冊,嘉義市政府警察局刑事警察大隊,嘉義市政府,,,8,,,"編號,公司名稱,地址",
233,嘉義市各類文化資產名冊,嘉義市政府文化局,嘉義市政府,,,65,,,"類別,種類,名稱,地域",
234,嘉義市圖書館各類熱門借閱書目,嘉義市政府文化局,嘉義市政府,,,,,,"書名/書名,出版社,出版年,資料類型,借閱次數",
235,嘉義市歷年駐市作家名單與出版品,嘉義市政府文化局,嘉義市政府,,,,,,"屆次,書名,作者,出版日期,定價,ISBN",
236,歷年「舊屋力」計畫店家名單,嘉義市政府文化局,嘉義市政府,,,,,,"名稱,地址,電話",
237,嘉義市立案街頭藝人名單,嘉義市政府文化局,嘉義市政府,,,398,,,"序號,姓名/團名,表演類別,代表人,通訊處,電話/手機",
238,嘉義市文化基金會成員名單,嘉義市政府文化局,嘉義市政府,,,,,,"項次,職稱,姓名,連絡地址,聯絡電話,備註",
239,文化局各類典藏品名單－書法類、墨彩類、西畫類、攝影類,嘉義市政府文化局,嘉義市政府,,,,,,"藏品名稱,藏品作者,類別,典藏單位,典藏單位網址",
240,文化局各類典藏品名單－雕塑類、交趾陶類,嘉義市政府文化局,嘉義市政府,,,,,,"編號,品名,作者,創作年代,典藏時間",
241,嘉義市綠色商店名單,嘉義市政府環境保護局,嘉義市政府,,,169,,,"機關名稱,地址",
242,嘉義市綠色旅館名單,嘉義市政府環保局,嘉義市政府,,,13,,,"機關名稱,地址",
243,嘉義市公廁地點,嘉義市政府環境保護局,嘉義市政府,,,1488,,,"公廁編號,公廁名稱,地址或地點描述,管理單位名稱",
244,嘉義市病媒防治業者名單清冊,嘉義市政府環境保護局,嘉義市政府,,,13,,,"管制編號,許可字照,業者名稱,負責人,專技人員,合格證書,電話,地址",
245,嘉義市環境用藥販賣業者名冊,嘉義市政府環境保護局,嘉義市政府,,,4,,,"管制編號,許可字照,業者名稱,負責人,專技人員,合格證書,電話,地址",
246,嘉義市可申請懸掛旗幟之道路及旗幟數量,嘉義市政府環保局,嘉義市政府,,,90,,,"編號,路名,路燈數量",
247,嘉義市整合性健康篩檢醫療機構,嘉義市政府衛生局,嘉義市政府,,,5,,,"健檢醫院,地址,健檢服務時間,健檢諮詢電話,停車費",
248,嘉義市公共場所及職場哺集乳室地點,嘉義市政府衛生局,嘉義市政府,,,87,,,"公共場所名稱,地址,電話,開放時間,注意事項",
249,嘉義市政府衛生局及附屬單位地點,嘉義市政府衛生局,嘉義市政府,,,22,,,"部門名稱,為民服務項目,服務開放時段,地址,聯絡電話,聯絡電子信箱",
250,嘉義市公告無菸環境名單,嘉義市政府衛生局,嘉義市政府,,,117,,,"編號,地點,輔導年份,(禁菸範圍),經市政府公告,備註",
251,嘉義市保險套自動販賣機地點,嘉義市政府衛生局,嘉義市政府,,,7,,,"地點名稱,地址,種類",
252,嘉義市清潔針具販售地點與自動販賣機,嘉義市政府衛生局,嘉義市政府,,,15,,,"地點名稱,地址,種類",
253,嘉義市合法燃氣熱水器承裝業者名單,嘉義市政府,嘉義市政府,,,17,,,"編號,承裝業名稱,營業場所地址,連絡電話",
254,嘉義市合格滅火器藥劑更換及填充廠商名單,嘉義市政府,嘉義市政府,,,2,,,"編號,縣市別,廠商名稱,地址,電話,負責人,證書號碼,證書有效期限,執行業務範圍,備註",
255,嘉義市燃氣熱水器承裝業及其技術士合格名單,嘉義市政府,嘉義市政府,,,,,,"承裝業名稱,營業場所地址,營業場所電話,負責人姓名,技術士姓名,技術士證號,技術士證生效日期,任職日期,最近一次受訓日期",
256,嘉義市列管之狹小巷弄,嘉義市政府消防局,嘉義市政府,,,62,,,"序號,轄區分隊,里別,名稱、地(址)段,最小寬度(公尺),最大寬度(公尺),是否為搶救困難地區(場所)救災必經之道路,是否為距離有人居住或使用之建築物超過140公尺之道路,距離有人居住或使用之建築物長度(公尺),是否地區內具4層樓以上處所,地區內具4層樓以上建築數量,本案紅線劃設是否完成",
257,嘉義市列管消防栓、水源統計,嘉義市政府消防局,嘉義市政府,,,,,,"消防栓(地上式),消防栓(地下式),消防栓(合計),蓄水池(地上式),蓄水池(地下式),蓄水池(合計),游泳池,深水井,標示牌",
258,嘉義市山崩與地滑地質敏感區範圍圖,嘉義市政府,嘉義市政府,,,2,,,無,
259,嘉義市土壤液化潛勢區資訊,嘉義市政府,嘉義市政府,,,2,,,無,
260,歷年嘉義市住宅補貼辦理情形,嘉義市政府,嘉義市政府,,,,,,"年度及項目,中央計畫戶數,地方計畫戶數,申請戶數,複審合格,中央辦理戶數內,地方辦理戶數內,辦理戶數外",
261,嘉義市學童午餐食材供應商,嘉義市政府,嘉義市政府,,,5,,,"廠商名稱,電話,地址",
262,嘉義市公私立幼兒園名單,嘉義市政府,嘉義市政府,,,71,,,編號、設立別、幼兒園名稱、園長、幼兒園電話、幼兒園住址,
263,嘉義市液化石油氣廠商清冊,嘉義市政府,嘉義市政府,,,49,,,"業者名稱,地址,電話",
264,嘉義市各公園綠地清冊,嘉義市政府,嘉義市政府,,,34,,,"編號,名稱,建造日期,面積(公頃),利用型態,所在里別",
265,歷年肥料檢驗不合格業者名單,嘉義市政府,嘉義市政府,,,,,,"公司名稱,代表人姓名,住址,違法產品商品名稱,違法產品品目,違法產品登記證字號,違法情節",
266,歷年農藥殘留檢測不合格業者名單,嘉義市政府,嘉義市政府,,,,,,"農民姓名,住址,產品,違法情節",
267,歷年農藥檢測不合格業者名單,嘉義市政府,嘉義市政府,,,,,,"公司名稱,代表人姓名,住址,違法產品商品名,違法產品製造日期,違法產品批號,違法情節",
268,嘉義市動物用藥品販賣業者名單,嘉義市政府,嘉義市政府,,,,,,"販賣業者,負責人,營業場地址,電話",
269,嘉義市動物醫院名單,嘉義市政府建設處,嘉義市政府,,,,,,"醫院名稱(診療機構名稱),電話(聯絡方式),地址(所在位置)",
270,雲嘉嘉空氣盒子API,華碩雲端科技,嘉義市政府,,,,,,請詳閱API說明文件,
271,嘉義市地下水補注範圍圖,嘉義市政府,嘉義市政府,,,3,,,無,
272,消費爭議協商調解案件統計表,嘉義市政府,嘉義市政府,,,,,,"年度,協商件數,調解件數",
273,國賠案件統計表,嘉義市政府,嘉義市政府,,,,,,"年度,件數",
274,訴願案件統計表,嘉義市政府,嘉義市政府,,,,,,"年度,件數",
275,嘉義市街頭藝人表演場地,嘉義市政府文化局,嘉義市政府,,,,,,"場地管理及申請單位,地點,姓名,聯絡地址,電話,收費標準",
276,嘉義市立案演藝團隊名單,嘉義市政府,嘉義市政府,,,,,,"編號,立案團體名稱,成立日期,轉換非營利日期,府授文演字,演藝類別,表演性質1,代表人,團址,電話,email,人數",
277,鐵道藝術村駐村藝術家名單,嘉義市政府文化局,嘉義市政府,,,,,,"姓名,電話",
278,嘉義市公共藝術地點,嘉義市政府文化局,嘉義市政府,,,,,,"主類別,名稱,地址,創建年代,作者",
279,陳澄波畫架放置地點,嘉義市政府,嘉義市政府,,,,,,"編號,地點,畫作名稱",
280,嘉義市石猴雕塑地點,嘉義市政府,嘉義市政府,,,,,,"作品名稱,作者,完成時間,材質",
281,古道路線,嘉義市政府,嘉義市政府,,,,,,"起點,迄點",
282,史蹟資料館販售文創商品名單,嘉義市政府文化局,嘉義市政府,,,,,,產品名稱,
